time,user_id,action,device,location,data_rate
2024-01-01 01:00:00,USER_1066,view,desktop,US,267.63611390796166
2024-01-01 01:01:00,USER_9123,download,mobile,US,185.9706176389356
2024-01-01 01:02:00,USER_3750,logout,tablet,EU,239.52034566789055
2024-01-01 01:03:00,USER_9661,logout,tablet,EU,321.59123788529973
2024-01-01 01:04:00,USER_7806,login,mobile,EU,320.4020765523443
2024-01-01 01:05:00,USER_7429,upload,mobile,US,282.343163246319
2024-01-01 01:06:00,USER_9123,download,mobile,ASIA,258.647757174898
2024-01-01 01:07:00,USER_2631,logout,desktop,US,919.8273220985884
2024-01-01 01:08:00,USER_7452,upload,mobile,US,322.0911021847205
2024-01-01 01:09:00,USER_1774,logout,mobile,EU,1040.6318119250966
2024-01-01 01:10:00,USER_7107,download,mobile,US,377.3328001231107
2024-01-01 01:11:00,USER_8804,edit,desktop,ASIA,233.36475847859745
2024-01-01 01:12:00,USER_5019,login,mobile,AU,1319.7963542970194
2024-01-01 01:13:00,USER_1929,logout,mobile,US,926.4223753265006
2024-01-01 01:14:00,USER_4012,login,desktop,ASIA,301.59431780425837
2024-01-01 01:15:00,USER_6024,download,desktop,ASIA,353.61552243788765
2024-01-01 01:16:00,USER_7264,view,tablet,AU,92.6601812963212
2024-01-01 01:17:00,USER_8973,edit,mobile,US,170.1718199190583
2024-01-01 01:18:00,USER_5729,logout,desktop,EU,342.2916928917457
2024-01-01 01:19:00,USER_8961,edit,desktop,US,320.9142446577044
2024-01-01 01:20:00,USER_3819,login,mobile,ASIA,278.38338918738145
2024-01-01 01:21:00,USER_7655,download,desktop,US,337.3518806362316
2024-01-01 01:22:00,USER_2184,login,mobile,EU,349.6166076279118
2024-01-01 01:23:00,USER_9480,view,tablet,US,209.27962127630545
2024-01-01 01:24:00,USER_7343,upload,mobile,US,301.35077846386366
2024-01-01 01:25:00,USER_1527,download,desktop,EU,414.2749213021796
2024-01-01 01:26:00,USER_1916,view,mobile,ASIA,292.57840862929305
2024-01-01 01:27:00,USER_4574,login,tablet,EU,277.6354653582786
2024-01-01 01:28:00,USER_4319,login,mobile,ASIA,329.5145410456344
2024-01-01 01:29:00,USER_2406,view,tablet,US,235.6166862225644
2024-01-01 01:30:00,USER_2241,logout,tablet,EU,1009.0835327622
2024-01-01 01:31:00,USER_6206,login,mobile,EU,107.03656804457182
2024-01-01 01:32:00,USER_8249,upload,desktop,US,333.45022926203023
2024-01-01 01:33:00,USER_4133,download,tablet,EU,294.6960049923556
2024-01-01 01:34:00,USER_1798,login,mobile,EU,305.2344862692366
2024-01-01 01:35:00,USER_2523,logout,mobile,EU,210.39415583791643
2024-01-01 01:36:00,USER_8209,login,desktop,ASIA,323.8837304911803
2024-01-01 01:37:00,USER_5928,upload,mobile,EU,399.1649822108536
2024-01-01 01:38:00,USER_3888,view,mobile,US,61.04689725384732
2024-01-01 01:39:00,USER_3690,edit,mobile,US,61.04689725384732
2024-01-01 01:40:00,USER_5091,download,mobile,EU,1199.8609825231842
2024-01-01 01:41:00,USER_8282,login,mobile,US,295.3886285971767
2024-01-01 01:42:00,USER_7249,edit,mobile,US,70.4847996006132
2024-01-01 01:43:00,USER_1690,upload,tablet,EU,347.28730828160775
2024-01-01 01:44:00,USER_9719,login,desktop,EU,309.5904346299238
2024-01-01 01:45:00,USER_2495,edit,mobile,US,226.84281685043624
2024-01-01 01:46:00,USER_1892,view,desktop,ASIA,251.8882693897151
2024-01-01 01:47:00,USER_9578,view,desktop,EU,303.66517035589874
2024-01-01 01:48:00,USER_6873,view,tablet,US,355.4319009578505
2024-01-01 01:49:00,USER_5503,logout,mobile,ASIA,388.771632211111
2024-01-01 01:50:00,USER_1897,logout,mobile,EU,291.9524772572906
2024-01-01 01:51:00,USER_1710,download,tablet,EU,218.12107956783717
2024-01-01 01:52:00,USER_4695,logout,tablet,EU,314.3079084194277
2024-01-01 01:53:00,USER_3686,upload,desktop,US,407.0929439419411
2024-01-01 01:54:00,USER_8188,view,desktop,EU,202.6350956806491
2024-01-01 01:55:00,USER_6778,view,mobile,US,242.72426104266412
2024-01-01 01:56:00,USER_8768,upload,desktop,AU,336.6578606547986
2024-01-01 01:57:00,USER_6013,view,mobile,ASIA,309.21594811525
2024-01-01 01:58:00,USER_5512,view,mobile,EU,267.29881630411194
2024-01-01 01:59:00,USER_1415,download,desktop,US,313.20683239808716
2024-01-01 02:00:00,USER_5180,logout,mobile,US,358.65271211125895
2024-01-01 02:01:00,USER_5262,logout,mobile,US,294.09981946845005
2024-01-01 02:02:00,USER_3515,logout,tablet,EU,288.8395383424742
2024-01-01 02:03:00,USER_6640,login,mobile,US,110.25884953414209
2024-01-01 02:04:00,USER_7616,logout,tablet,EU,283.7691070857482
2024-01-01 02:05:00,USER_1992,logout,tablet,US,368.5514136526878
2024-01-01 02:06:00,USER_5370,upload,desktop,AU,421.6043807090611
2024-01-01 02:07:00,USER_2773,edit,mobile,US,246.42348191222027
2024-01-01 02:08:00,USER_4561,login,mobile,AU,224.99846803295705
2024-01-01 02:09:00,USER_4816,view,mobile,AU,322.3031543214026
2024-01-01 02:10:00,USER_7633,download,mobile,EU,222.8697286183259
2024-01-01 02:11:00,USER_2756,login,mobile,ASIA,221.84535126278777
2024-01-01 02:12:00,USER_3373,edit,tablet,EU,177.0476537805695
2024-01-01 02:13:00,USER_3576,download,mobile,EU,277.0648651456875
2024-01-01 02:14:00,USER_5184,logout,desktop,US,298.020581830365
2024-01-01 02:15:00,USER_9899,view,mobile,US,268.95822065146604
2024-01-01 02:16:00,USER_3397,logout,desktop,EU,383.4199910119303
2024-01-01 02:17:00,USER_6969,download,tablet,EU,378.95323602276704
2024-01-01 02:18:00,USER_5535,login,mobile,EU,415.7306378413054
2024-01-01 02:19:00,USER_7883,view,mobile,US,1429.6633489375768
2024-01-01 02:20:00,USER_9127,upload,desktop,US,371.0291435106466
2024-01-01 02:21:00,USER_1734,download,desktop,US,318.53115892722917
2024-01-01 02:22:00,USER_1632,logout,desktop,US,312.5029387511773
2024-01-01 02:23:00,USER_5268,download,mobile,US,271.9568354822723
2024-01-01 02:24:00,USER_5099,view,mobile,US,164.21119255469137
2024-01-01 02:25:00,USER_3901,upload,tablet,US,338.23748730083935
2024-01-01 02:26:00,USER_2663,download,tablet,ASIA,369.2481741916814
2024-01-01 02:27:00,USER_6591,upload,mobile,US,208.46292430210505
2024-01-01 02:28:00,USER_4872,view,desktop,EU,299.4180802690435
2024-01-01 02:29:00,USER_2054,upload,mobile,US,359.4988301048742
2024-01-01 02:30:00,USER_9572,view,mobile,ASIA,278.4300734012749
2024-01-01 02:31:00,USER_4082,view,mobile,EU,371.58622039993605
2024-01-01 02:32:00,USER_9007,upload,mobile,US,291.5830179985579
2024-01-01 02:33:00,USER_5261,logout,desktop,EU,268.49048815810437
2024-01-01 02:34:00,USER_3389,upload,mobile,US,1527.5903811674652
2024-01-01 02:35:00,USER_4553,view,mobile,EU,243.97477583159417
2024-01-01 02:36:00,USER_6138,logout,desktop,US,256.5057580905124
2024-01-01 02:37:00,USER_1544,upload,desktop,AU,246.2672469169616
2024-01-01 02:38:00,USER_4663,view,desktop,EU,231.44428383076425
2024-01-01 02:39:00,USER_3239,logout,tablet,US,309.18203504246327
2024-01-01 02:40:00,USER_4773,download,mobile,ASIA,269.22392389328985
2024-01-01 02:41:00,USER_3627,logout,desktop,US,329.3167857849874
2024-01-01 02:42:00,USER_7618,login,desktop,ASIA,195.92157986810852
2024-01-01 02:43:00,USER_7780,view,desktop,EU,232.647114569735
2024-01-01 02:44:00,USER_9015,login,mobile,ASIA,1283.6964322499264
2024-01-01 02:45:00,USER_4130,logout,mobile,US,388.180835832223
2024-01-01 02:46:00,USER_1096,view,tablet,ASIA,322.7101289350512
2024-01-01 02:47:00,USER_4858,logout,mobile,ASIA,264.63656430897345
2024-01-01 02:48:00,USER_3708,edit,tablet,US,813.8715081482304
2024-01-01 02:49:00,USER_6397,edit,desktop,US,261.1292370956344
2024-01-01 02:50:00,USER_7152,logout,desktop,US,297.45095264743077
2024-01-01 02:51:00,USER_1456,login,desktop,AU,158.53848635741463
2024-01-01 02:52:00,USER_6914,view,desktop,US,227.1977957851251
2024-01-01 02:53:00,USER_5368,upload,mobile,EU,255.74664212118165
2024-01-01 02:54:00,USER_5088,login,desktop,US,284.55548356890233
2024-01-01 02:55:00,USER_9399,view,desktop,US,296.73981121507774
2024-01-01 02:56:00,USER_2937,login,mobile,EU,263.3479333075719
2024-01-01 02:57:00,USER_2146,view,mobile,AU,330.352390932175
2024-01-01 02:58:00,USER_6152,login,mobile,EU,307.4824141818279
2024-01-01 02:59:00,USER_5299,login,tablet,ASIA,277.79620292968923
2024-01-01 03:00:00,USER_9118,login,mobile,EU,338.6265228562759
2024-01-01 03:01:00,USER_9634,edit,desktop,US,333.716436990608
2024-01-01 03:02:00,USER_8759,download,mobile,US,212.77208695522364
2024-01-01 03:03:00,USER_8953,view,mobile,EU,298.0783458504813
2024-01-01 03:04:00,USER_5784,logout,desktop,AU,353.41563188803207
2024-01-01 03:05:00,USER_2461,logout,mobile,ASIA,363.4493567581307
2024-01-01 03:06:00,USER_2159,logout,desktop,US,322.25452743811724
2024-01-01 03:07:00,USER_1386,upload,desktop,US,286.0026862952164
2024-01-01 03:08:00,USER_8192,download,desktop,US,325.27918765394617
2024-01-01 03:09:00,USER_5775,download,mobile,AU,348.466405877507
2024-01-01 03:10:00,USER_4409,logout,tablet,ASIA,306.94991694057387
2024-01-01 03:11:00,USER_1689,edit,desktop,ASIA,313.71624873470523
2024-01-01 03:12:00,USER_8028,login,tablet,US,1210.6071994320869
2024-01-01 03:13:00,USER_8262,edit,mobile,EU,219.7928879349792
2024-01-01 03:14:00,USER_6664,login,desktop,EU,1015.4751431306196
2024-01-01 03:15:00,USER_7766,upload,tablet,US,259.37316324716795
2024-01-01 03:16:00,USER_1952,logout,tablet,EU,1030.3977519858238
2024-01-01 03:17:00,USER_7142,upload,mobile,US,386.0300693496094
2024-01-01 03:18:00,USER_6967,download,mobile,US,357.09344266383
2024-01-01 03:19:00,USER_8205,upload,mobile,ASIA,1284.9330062313954
2024-01-01 03:20:00,USER_3484,upload,mobile,ASIA,234.9072734234196
2024-01-01 03:21:00,USER_2854,view,mobile,EU,278.18627732684587
2024-01-01 03:22:00,USER_4231,download,mobile,EU,261.5620661918423
2024-01-01 03:23:00,USER_3597,view,tablet,US,319.0450964102275
2024-01-01 03:24:00,USER_8829,logout,mobile,ASIA,828.8996358252532
2024-01-01 03:25:00,USER_9186,download,desktop,ASIA,357.5119176779169
2024-01-01 03:26:00,USER_4983,download,mobile,ASIA,297.3596673034904
2024-01-01 03:27:00,USER_7963,logout,mobile,ASIA,279.5692773173294
2024-01-01 03:28:00,USER_7684,upload,mobile,US,299.14083343705363
2024-01-01 03:29:00,USER_1656,logout,mobile,US,274.9495155890981
2024-01-01 03:30:00,USER_8743,login,desktop,EU,178.16144575643378
2024-01-01 03:31:00,USER_7839,logout,tablet,US,1400.2738942805584
2024-01-01 03:32:00,USER_7312,login,mobile,ASIA,280.7552166819265
2024-01-01 03:33:00,USER_8938,download,mobile,US,242.7325792408348
2024-01-01 03:34:00,USER_7176,download,mobile,US,365.8457898849949
2024-01-01 03:35:00,USER_4285,edit,tablet,US,340.1662808035936
2024-01-01 03:36:00,USER_6559,view,desktop,AU,446.33140239475506
2024-01-01 03:37:00,USER_4563,login,desktop,US,350.0897100715472
2024-01-01 03:38:00,USER_5584,view,desktop,EU,261.3938959781834
2024-01-01 03:39:00,USER_5817,view,desktop,EU,245.65263728389277
2024-01-01 03:40:00,USER_6041,upload,mobile,US,270.3416639228187
2024-01-01 03:41:00,USER_7182,download,mobile,EU,260.0022830592813
2024-01-01 03:42:00,USER_9026,edit,tablet,ASIA,306.52700183123795
2024-01-01 03:43:00,USER_4244,upload,desktop,EU,207.67215737046
2024-01-01 03:44:00,USER_2040,edit,desktop,ASIA,1255.016407447988
2024-01-01 03:45:00,USER_3273,login,desktop,US,305.47178216228565
2024-01-01 03:46:00,USER_4629,login,mobile,US,331.94785846732174
2024-01-01 03:47:00,USER_3114,upload,desktop,AU,761.4904002539404
2024-01-01 03:48:00,USER_8364,download,desktop,US,314.8013262201634
2024-01-01 03:49:00,USER_2677,view,mobile,EU,377.95059485217814
2024-01-01 03:50:00,USER_4094,edit,desktop,ASIA,248.36956493398705
2024-01-01 03:51:00,USER_6873,logout,tablet,US,246.72865755136763
2024-01-01 03:52:00,USER_3284,login,mobile,ASIA,342.7174480030359
2024-01-01 03:53:00,USER_6052,view,mobile,US,1115.9438090554825
2024-01-01 03:54:00,USER_8062,download,mobile,US,286.00296101056387
2024-01-01 03:55:00,USER_2589,login,desktop,US,388.5439607395407
2024-01-01 03:56:00,USER_3520,upload,mobile,ASIA,247.57986648464245
2024-01-01 03:57:00,USER_5648,view,desktop,US,392.6665259324559
2024-01-01 03:58:00,USER_6729,view,tablet,ASIA,279.85309548275217
2024-01-01 03:59:00,USER_1694,upload,mobile,AU,232.72792038966895
2024-01-01 04:00:00,USER_8807,logout,tablet,EU,336.22224930735763
2024-01-01 04:01:00,USER_4683,edit,tablet,EU,306.46488807756407
2024-01-01 04:02:00,USER_7704,download,mobile,EU,300.7908156532014
2024-01-01 04:03:00,USER_8368,upload,mobile,US,253.87690436889807
2024-01-01 04:04:00,USER_2971,logout,tablet,EU,306.02717702712687
2024-01-01 04:05:00,USER_9055,view,tablet,EU,175.942166754699
2024-01-01 04:06:00,USER_5218,logout,mobile,AU,313.12588420708624
2024-01-01 04:07:00,USER_2868,login,mobile,AU,118.17982214875384
2024-01-01 04:08:00,USER_2671,upload,mobile,ASIA,194.0742781484576
2024-01-01 04:09:00,USER_2728,logout,tablet,ASIA,275.5934870223667
2024-01-01 04:10:00,USER_8632,download,mobile,EU,247.52161115111676
2024-01-01 04:11:00,USER_7403,login,desktop,EU,209.3367579652281
2024-01-01 04:12:00,USER_7092,download,desktop,ASIA,176.8275347790459
2024-01-01 04:13:00,USER_3142,logout,mobile,US,229.14984498047187
2024-01-01 04:14:00,USER_7184,login,desktop,AU,285.4574030768156
2024-01-01 04:15:00,USER_7010,login,mobile,EU,368.9482229081121
2024-01-01 04:16:00,USER_1253,edit,tablet,EU,625.7696610937193
2024-01-01 04:17:00,USER_5102,view,mobile,ASIA,317.6635655481724
2024-01-01 04:18:00,USER_4542,logout,desktop,AU,313.1784951970209
2024-01-01 04:19:00,USER_3775,view,desktop,US,400.3177776043965
2024-01-01 04:20:00,USER_8678,download,mobile,ASIA,334.26188786382886
2024-01-01 04:21:00,USER_7212,edit,mobile,EU,337.7159695818228
2024-01-01 04:22:00,USER_5637,logout,mobile,US,341.958023983074
2024-01-01 04:23:00,USER_7034,download,mobile,ASIA,244.5460790808484
2024-01-01 04:24:00,USER_9457,login,desktop,EU,1290.9064987680208
2024-01-01 04:25:00,USER_7476,logout,desktop,EU,367.01208973624426
2024-01-01 04:26:00,USER_4148,edit,mobile,US,176.95200864035112
2024-01-01 04:27:00,USER_4359,upload,desktop,EU,259.06133566757217
2024-01-01 04:28:00,USER_2004,logout,desktop,EU,220.15144428828003
2024-01-01 04:29:00,USER_5717,login,desktop,EU,314.05464252235623
2024-01-01 04:30:00,USER_4271,view,mobile,US,274.7034848813328
2024-01-01 04:31:00,USER_1209,download,mobile,AU,337.55822849932304
2024-01-01 04:32:00,USER_6539,logout,mobile,EU,293.4602903573171
2024-01-01 04:33:00,USER_1153,edit,desktop,ASIA,207.2344607817797
2024-01-01 04:34:00,USER_4593,login,mobile,EU,210.00794164424897
2024-01-01 04:35:00,USER_9606,logout,mobile,US,299.6370888816549
2024-01-01 04:36:00,USER_2284,edit,mobile,EU,253.73190196598233
2024-01-01 04:37:00,USER_4148,logout,desktop,EU,268.04196883335914
2024-01-01 04:38:00,USER_1768,logout,mobile,EU,356.3049253073469
2024-01-01 04:39:00,USER_6607,upload,mobile,EU,345.5419606120331
2024-01-01 04:40:00,USER_4202,view,mobile,EU,407.86403043464145
2024-01-01 04:41:00,USER_3787,login,mobile,US,281.0198673155961
2024-01-01 04:42:00,USER_3210,edit,desktop,EU,261.531201932828
2024-01-01 04:43:00,USER_8399,view,mobile,US,325.0913378657346
2024-01-01 04:44:00,USER_7338,login,mobile,US,266.3523318456015
2024-01-01 04:45:00,USER_9733,view,desktop,AU,268.3163332184558
2024-01-01 04:46:00,USER_1358,logout,mobile,EU,96.68383279405036
2024-01-01 04:47:00,USER_1849,upload,mobile,EU,399.16493734901275
2024-01-01 04:48:00,USER_8498,view,tablet,EU,342.2379483077176
2024-01-01 04:49:00,USER_5522,edit,mobile,AU,348.52922413667096
2024-01-01 04:50:00,USER_3544,login,mobile,EU,396.4712602084947
2024-01-01 04:51:00,USER_2831,upload,mobile,ASIA,354.1519776045195
2024-01-01 04:52:00,USER_2472,upload,mobile,US,232.11566339189775
2024-01-01 04:53:00,USER_1329,logout,desktop,AU,353.24294184846804
2024-01-01 04:54:00,USER_6851,logout,desktop,ASIA,1245.1683208638242
2024-01-01 04:55:00,USER_8032,login,desktop,ASIA,339.11189116158573
2024-01-01 04:56:00,USER_6266,download,mobile,US,288.2734875724269
2024-01-01 04:57:00,USER_5354,upload,mobile,US,332.7799023601051
2024-01-01 04:58:00,USER_7435,login,desktop,US,68.44758966154352
2024-01-01 04:59:00,USER_8978,view,tablet,US,67.82237823231715
2024-01-01 05:00:00,USER_5238,view,mobile,ASIA,1343.7835870433817
2024-01-01 05:01:00,USER_7112,upload,mobile,US,342.2233691339569
2024-01-01 05:02:00,USER_5722,logout,mobile,US,245.65078923462943
2024-01-01 05:03:00,USER_2388,download,mobile,US,251.30678739142417
2024-01-01 05:04:00,USER_5185,logout,mobile,US,345.2030675990815
2024-01-01 05:05:00,USER_9911,logout,mobile,US,308.0273437719063
2024-01-01 05:06:00,USER_4235,view,desktop,ASIA,334.6315990312637
2024-01-01 05:07:00,USER_5576,login,desktop,EU,226.25892380680887
2024-01-01 05:08:00,USER_2100,login,mobile,US,332.9657704461458
2024-01-01 05:09:00,USER_9864,login,mobile,EU,260.3983110653554
2024-01-01 05:10:00,USER_9708,login,desktop,EU,238.9869608671293
2024-01-01 05:11:00,USER_3532,login,mobile,US,269.6793064679822
2024-01-01 05:12:00,USER_8770,edit,desktop,EU,381.72389741564865
2024-01-01 05:13:00,USER_4670,logout,mobile,ASIA,278.1327519030635
2024-01-01 05:14:00,USER_1781,login,desktop,ASIA,432.0834427372761
2024-01-01 05:15:00,USER_4523,logout,mobile,ASIA,176.2693137151112
2024-01-01 05:16:00,USER_7131,edit,mobile,US,207.2233248611153
2024-01-01 05:17:00,USER_5782,upload,mobile,AU,379.45111422873345
2024-01-01 05:18:00,USER_5995,logout,mobile,ASIA,394.536273549344
2024-01-01 05:19:00,USER_2501,view,mobile,AU,248.1925657686964
2024-01-01 05:20:00,USER_4080,logout,desktop,US,304.1336170033713
2024-01-01 05:21:00,USER_1502,logout,mobile,AU,342.73139511019656
2024-01-01 05:22:00,USER_4885,logout,mobile,ASIA,286.2374587581147
2024-01-01 05:23:00,USER_9009,logout,desktop,ASIA,100.00555505248003
2024-01-01 05:24:00,USER_1623,logout,desktop,US,300.65598079459136
2024-01-01 05:25:00,USER_2050,download,tablet,ASIA,211.11318122083253
2024-01-01 05:26:00,USER_8385,logout,desktop,AU,279.32032284227887
2024-01-01 05:27:00,USER_7081,download,mobile,EU,300.74190570819195
2024-01-01 05:28:00,USER_6484,login,desktop,EU,306.1873100464834
2024-01-01 05:29:00,USER_4772,login,tablet,AU,196.16963348285455
2024-01-01 05:30:00,USER_4916,upload,desktop,EU,345.22163397324067
2024-01-01 05:31:00,USER_5018,edit,mobile,EU,307.7696191737657
2024-01-01 05:32:00,USER_2329,logout,mobile,EU,236.676826719496
2024-01-01 05:33:00,USER_5114,download,mobile,AU,407.9438540414192
2024-01-01 05:34:00,USER_4367,logout,desktop,US,279.20492510287085
2024-01-01 05:35:00,USER_9095,login,desktop,EU,283.1011570647042
2024-01-01 05:36:00,USER_6141,login,desktop,EU,338.5025547114796
2024-01-01 05:37:00,USER_4951,logout,mobile,ASIA,413.04006825419145
2024-01-01 05:38:00,USER_6084,login,desktop,EU,340.8623757626713
2024-01-01 05:39:00,USER_2573,login,desktop,AU,349.5665902016322
2024-01-01 05:40:00,USER_3634,view,mobile,AU,239.90268807057612
2024-01-01 05:41:00,USER_3768,login,desktop,US,305.21758212223017
2024-01-01 05:42:00,USER_6302,download,mobile,EU,268.06429642970545
2024-01-01 05:43:00,USER_7250,logout,tablet,US,342.24779088295656
2024-01-01 05:44:00,USER_2211,upload,desktop,US,347.8179477305955
2024-01-01 05:45:00,USER_9967,download,desktop,EU,1158.7832080328144
2024-01-01 05:46:00,USER_6955,logout,desktop,AU,170.4994849866521
2024-01-01 05:47:00,USER_2160,logout,tablet,ASIA,262.1653102610208
2024-01-01 05:48:00,USER_6977,view,mobile,US,378.01493665512254
2024-01-01 05:49:00,USER_8041,view,mobile,US,215.90820918404887
2024-01-01 05:50:00,USER_3383,login,desktop,EU,348.3390619736203
2024-01-01 05:51:00,USER_6876,login,mobile,EU,368.040030048885
2024-01-01 05:52:00,USER_4540,view,mobile,US,298.2996092780124
2024-01-01 05:53:00,USER_5635,logout,tablet,ASIA,214.71211877060847
2024-01-01 05:54:00,USER_2095,download,desktop,AU,292.7088193079857
2024-01-01 05:55:00,USER_6901,logout,mobile,EU,387.5208802475234
2024-01-01 05:56:00,USER_9215,login,mobile,ASIA,392.34104251532494
2024-01-01 05:57:00,USER_2079,download,mobile,US,312.47282260666145
2024-01-01 05:58:00,USER_9370,upload,mobile,ASIA,1265.8853109697527
2024-01-01 05:59:00,USER_3847,logout,mobile,EU,404.30383164296467
2024-01-01 06:00:00,USER_2960,upload,desktop,US,349.25537274658257
2024-01-01 06:01:00,USER_2473,view,mobile,AU,245.30940187938768
2024-01-01 06:02:00,USER_5888,download,mobile,EU,320.55113826843046
2024-01-01 06:03:00,USER_5979,login,mobile,ASIA,317.8049088586895
2024-01-01 06:04:00,USER_2212,upload,tablet,US,261.7922939070266
2024-01-01 06:05:00,USER_6697,view,mobile,US,320.8864088828826
2024-01-01 06:06:00,USER_1419,view,mobile,US,366.37121028743286
2024-01-01 06:07:00,USER_4659,download,mobile,EU,282.2250480741456
2024-01-01 06:08:00,USER_6283,login,desktop,EU,372.49614549528326
2024-01-01 06:09:00,USER_2340,view,desktop,US,194.67872584079015
2024-01-01 06:10:00,USER_6137,download,mobile,EU,433.096019587252
2024-01-01 06:11:00,USER_6189,login,mobile,EU,303.4410761987809
2024-01-01 06:12:00,USER_2361,upload,mobile,ASIA,364.3812596882173
2024-01-01 06:13:00,USER_1591,logout,desktop,EU,313.11668919208233
2024-01-01 06:14:00,USER_1526,download,desktop,AU,250.58864298858137
2024-01-01 06:15:00,USER_8855,logout,mobile,EU,297.81740258042976
2024-01-01 06:16:00,USER_2292,download,mobile,EU,185.43173892592455
2024-01-01 06:17:00,USER_2654,edit,mobile,US,341.30321584276857
2024-01-01 06:18:00,USER_1187,view,mobile,US,311.6258747186892
2024-01-01 06:19:00,USER_3758,edit,desktop,US,288.50657049190534
2024-01-01 06:20:00,USER_9720,edit,mobile,EU,345.16197426453823
2024-01-01 06:21:00,USER_9625,login,mobile,US,302.25139569559155
2024-01-01 06:22:00,USER_7431,download,mobile,US,336.40979233695447
